iteration,elapsed_time,avg_distance,min_distance,max_distance,avg_movement,total_movement,vertices_too_close,vertices_too_far
0,30.987895727157593,18.75865478636317,0.9964609562036113,52.862726576639524,0.025319472999668323,402.7062180597247,146,14981
1,61.91944432258606,18.735864414722695,0.9859373501609995,52.92334006471737,0.046807613547397396,744.4750934713555,146,14975
2,94.34225177764893,18.704902979069228,0.9736483265442555,53.00763206084839,0.06501098755883523,1033.9997571232743,146,14971
3,125.92675685882568,18.66687726593134,0.9623086492277886,53.112025143788586,0.08039831646948768,1278.7352234472016,145,14965
4,158.02663135528564,18.622683722218806,0.9546925666675076,53.23347084238732,0.09337231518636521,1485.0866730391388,146,14965
5,189.27763271331787,18.5732540933624,0.9510417305039917,53.36935566668274,0.1042774881161169,1658.5334484868392,149,14953
6,220.7783465385437,18.52053430565438,0.9472792655877852,53.517438207646,0.11341020172760616,1803.789258477576,151,14944
7,252.12380504608154,18.46272019717815,0.9432607266488999,53.67579608172428,0.12102403884154889,1924.887337774835,150,14934
8,283.4082987308502,18.402765781230684,0.9390431911770898,53.8427618550376,0.12733668082607327,2025.2899085386953,155,14916
9,314.51087164878845,18.341316138414758,0.934662988385993,54.01692275677597,0.13253461572903075,2107.963063170234,158,14894
10,346.5653941631317,18.277690546876435,0.930135496188464,54.19704064178802,0.13677872816450837,2175.465671456506,165,14883
11,378.59714365005493,18.212277325878794,0.9260747254959508,54.382058020390424,0.1402067360449122,2229.9881367943285,175,14869
12,410.0817484855652,18.146386949261945,0.981304829979068,54.571061555549626,0.14293679264539222,2273.409687024963,181,14845
13,441.4540514945984,18.07820135617162,0.9949103167147918,54.75697440348968,0.14506981811845268,2307.33545717399,183,14832
14,472.77506470680237,18.010465165579394,0.982646209154185,54.94382147730675,0.14669306106786772,2333.153136284436,192,14813
15,504.6693387031555,17.943634487638718,1.026438671034192,55.131920342265495,0.14788048264914103,2352.039076534588,195,14803
16,536.6911451816559,17.875018952840765,1.1130358600389811,55.320782985436395,0.14869600602747376,2365.0099758669703,200,14784
17,567.9579031467438,17.805403311719676,1.1081464219763066,55.50999140178881,0.1491929805603886,2372.914355812981,205,14764
18,599.454038143158,17.73464545631154,1.1032569338067117,55.699197725179715,0.14942105475415007,2376.541875864757,211,14745
19,632.1297068595886,17.667286213625307,1.0983762379175477,55.88808541503768,0.14941777150987814,2376.489655864612,220,14727
20,663.4739310741425,17.59818351952062,1.0935105697538878,56.07641362244615,0.14921539506836642,2373.270858562368,223,14718
21,695.1141541004181,17.5300023603044,1.0886600130994222,56.26396064993876,0.14885272137113423,2367.50253340789,223,14692
22,726.5213522911072,17.462996879308236,1.0838442716608445,56.45054057477621,0.1483518969407428,2359.536920842514,226,14670
23,758.1040577888489,17.394895117653846,1.1051877112875983,56.63600641943522,0.14773153258207145,2349.6700257178463,230,14653
24,789.5326015949249,17.329339218717102,1.079601375803438,56.82022529254706,0.14701177970800097,2338.2223562557556,237,14632
25,821.0096735954285,17.26254242616349,0.9158736482419481,57.003084017778846,0.14620946805938356,2325.4615894844956,238,14606
26,852.3825345039368,17.196550453166616,0.8396886324555587,57.184505111891525,0.14533672690539762,2311.5806414303493,248,14580
27,883.8392715454102,17.133315748370062,0.8425751145607101,57.36440146810681,0.1444068701222383,2296.7912692942,256,14559
28,915.7067575454712,17.069684130186843,0.854051024427261,57.54272527957238,0.1434286943085526,2281.233382977529,266,14534
29,947.1075611114502,17.005540187491526,0.8716127465112364,57.719424728412264,0.14241081755763138,2265.044053254127,271,14517
30,978.1577498912811,16.94288157522062,0.8947348636790404,57.89445892434403,0.1413612737684306,2248.351059286889,275,14497
31,1009.2192893028259,16.88157855082283,0.922823773492137,58.06779300881304,0.1402849440144668,2231.232034550095,283,14488
32,1040.1841320991516,16.818704104590058,0.9552760063347879,58.23941399493319,0.13919065012559995,2213.827290247667,289,14472
33,1071.1153264045715,16.756966481938683,0.9915078833684089,58.409297628154405,0.1380797839738205,2196.1589641036153,299,14459
34,1102.1357505321503,16.695397336248696,0.8456140868021721,58.57743963613083,0.1369560053677953,2178.2852653747846,311,14434
35,1133.192298412323,16.63531709592337,0.7285380803692342,58.74382423820764,0.13582492209131025,2160.2953858622895,323,14405
36,1164.2998442649841,16.575416734810478,0.6670527676689427,58.908452637394326,0.13468819202900215,2142.215694221279,330,14398
37,1195.3414442539215,16.516285126844405,0.6927503574761894,59.07132480007827,0.1335434166290842,2124.0080414855843,337,14380
38,1226.3860070705414,16.457455693062943,0.7289028301975875,59.23244503715139,0.1324052688199695,2105.905800581615,341,14366
39,1257.3756449222565,16.399806789631473,0.7656887120243946,59.39181471057283,0.13126945504629578,2087.8406825113343,348,14351
40,1288.4922089576721,16.34149392352478,0.7945694458245545,59.549448168334955,0.13013497621841336,2069.7967967538643,354,14325
41,1319.5878257751465,16.28508429251764,0.6265024543731315,59.70534159939957,0.12900509211765943,2051.825990131373,364,14305
42,1350.709515094757,16.228771843441855,0.4407083030266111,59.8595227663483,0.12788079569269578,2033.9440554923265,376,14290
43,1381.6151885986328,16.17392862155762,0.2569475384899781,60.01198903216385,0.12676294595373638,2016.1646553941773,389,14273
44,1412.6371376514435,16.11869557236049,0.07520704611254965,60.16276171236227,0.1256496142630449,1998.4571148537295,404,14262
45,1443.5606260299683,16.064236208409216,0.04066323219149029,60.311845715963024,0.12453388137043499,1980.7113831967686,413,14239
46,1474.5790894031525,16.01098355861035,0.05076677088545731,60.459265379649864,0.12343664065226062,1963.2597695742052,413,14219
47,1505.4306182861328,15.956168145427197,0.08481671848573888,60.60502267838764,0.1223466305827738,1945.9231594190173,422,14179
48,1536.3876283168793,15.902772729994522,0.13888440682358877,60.74914560756249,0.1212667906691464,1928.7483055927735,430,14161
49,1567.3359076976776,15.850067622992611,0.19236335579744432,60.89163984606702,0.12019628818674741,1911.7219636102175,431,14139
50,1599.1850817203522,15.796285336082809,0.24523418161096727,61.03253125083207,0.11913478171384467,1894.8387031586994,434,14118
51,1630.1227414608002,15.745042740119583,0.2550139975298921,61.17182767622034,0.11808263781908841,1878.1043545126013,438,14092
52,1661.2535767555237,15.69421686689575,0.2520268921278109,61.30954630224424,0.11704054514793401,1861.5298705778905,449,14085
53,1692.1961319446564,15.64362019473624,0.24907808948649376,61.44570229978351,0.11600770739001455,1845.1025860381815,455,14069
54,1723.1671290397644,15.593333887364048,0.2413777529697703,61.58031808763375,0.11498415022496193,1828.8229093280195,462,14048
55,1754.1847369670868,15.543122967379734,0.2051240440222168,61.713405365279804,0.11396753573050673,1812.6536557937095,465,14036
56,1785.0754420757294,15.492940696683371,0.16927232435524386,61.84497946624087,0.11295835711410139,1796.6026698997825,474,14020
57,1815.8291466236115,15.443722984263337,0.16709104895702379,61.975055375456336,0.11195276829795678,1780.6087797790026,481,13992
58,1846.874713897705,15.39489010294397,0.11852470497040571,62.1036569153673,0.11096236791973242,1764.8564617633442,489,13963
59,1877.7659771442413,15.34727600425876,0.07050179724309132,62.23079558026691,0.10997003742162015,1749.0734451908684,492,13935
60,1908.8037929534912,15.299470495484686,0.044979133712505746,62.35648646030623,0.10899894497379498,1733.628219808209,497,13916
61,1939.7543799877167,15.252799783403438,0.03490853272115317,62.4807442048058,0.10803713401714204,1718.3306165426443,505,13896
62,1970.745126247406,15.205972794648549,0.02496052515087325,62.60358785574605,0.10708472523005785,1703.1825547840701,509,13875
63,2001.6048910617828,15.159864477033514,0.0546545915178693,62.72503171083565,0.10613876920564204,1688.1371242157365,510,13853
64,2032.611170053482,15.113493651220656,0.14819538010246092,62.84509163138462,0.10520215015006995,1673.2401981368625,515,13833
65,2063.4487369060516,15.06796625191482,0.119680730672273,62.96378459840117,0.10427513500490507,1658.496022253015,513,13823
66,2094.2647166252136,15.022938363506569,0.1092249402461594,63.08112633499988,0.10335689204281157,1643.891367940918,516,13804
67,2125.1249129772186,14.979195651826481,0.0988795984517501,63.19712347404143,0.10244925426388178,1629.4553890670397,517,13786
68,2155.861788749695,14.934566449617506,0.08865119341068996,63.31180713419766,0.10154981678954915,1615.1498360377793,524,13760
69,2186.700369119644,14.891356213854786,0.08279338692869816,63.42517950465184,0.10065522989505965,1600.9214314809237,534,13742
70,2217.5337159633636,14.848109008325359,0.21331113061523518,63.53725825020288,0.0997724064779495,1586.8801250317867,535,13725
71,2248.3384630680084,14.806121703637906,0.14011034737536673,63.64111259002566,0.09889895995127683,1572.9879580250579,541,13708
72,2279.1799669265747,14.764329294977847,0.06774313300252559,63.73242971043127,0.09803548815892715,1559.2544391677363,543,13688
73,2310.151320695877,14.721960754695363,0.05914746455669833,63.82286181407984,0.09718252247611416,1545.6880199825957,543,13658
74,2340.9806020259857,14.679728721598087,0.05860458949466499,63.91240494560872,0.09633959934619434,1532.281327601221,540,13634
75,2371.845822572708,14.637336070657303,0.0580586881495564,64.00107301494094,0.09550602397659003,1519.0233113476643,542,13613
76,2402.679396867752,14.596657368778795,0.057523352091065925,64.0888681592959,0.09468044797659413,1505.8925250677296,543,13583
77,2433.4101407527924,14.555711119413242,0.05699412523379208,64.17579789527349,0.09386664553748525,1492.9489972737028,549,13550
78,2464.0975918769836,14.515475465090642,0.056470542550580774,64.26187487219082,0.09306317592260661,1480.1698130490581,550,13528
79,2494.9290676116943,14.475580169658297,0.05595564644567467,64.34709224506528,0.09227016935132,1467.5570435327445,554,13500
80,2525.655294418335,14.435108153922423,0.05544452391956561,64.43146590876565,0.09148634283901212,1455.090282854488,553,13478
81,2556.485868692398,14.39566767347166,0.054936452575450635,64.51500262199457,0.09071005255064037,1442.743385817935,553,13462
82,2587.1942472457886,14.356965120527475,0.05443635322956331,64.59769928568964,0.08994174829511979,1430.5235066338803,558,13443
83,2617.9860734939575,14.318464466623833,0.05394073854245565,64.67957358326747,0.08918173693074119,1418.4355258834387,560,13416
84,2648.664793252945,14.2799936338696,0.05345499738252561,64.76062376922208,0.08842976727295905,1406.4754484764137,570,13392
85,2679.6338770389557,14.242016286742563,0.05296807624969598,64.84085922277978,0.08768536974316361,1394.6358057650173,577,13373
86,2710.258631706238,14.204425685452133,0.05249407542517884,64.92028611723707,0.08694019336524658,1382.7837754742468,578,13346
87,2741.007666826248,14.166906316344036,0.05202383352828558,64.99891212835011,0.08621170121119498,1371.1971077640562,577,13328
88,2771.7302231788635,14.129140493925952,0.051559680876567975,65.0767409283902,0.08549227007052562,1359.75455547171,577,13307
89,2802.467203140259,14.092495913863583,0.051095086231994685,65.15378484617905,0.0847811040447652,1348.4434598319906,576,13292
90,2833.2353053092957,14.056103931071613,0.05064108588826859,65.23004564116812,0.08407580668216848,1337.2257052798896,582,13265
91,2864.1185042858124,14.019716000301253,0.05019245780496001,65.305528050371,0.08337493856801868,1326.0783979243372,590,13253
92,2894.8896305561066,13.98355248574946,0.049746404765374945,65.38023737931172,0.08268094694473227,1315.0404611559668,597,13224
93,2925.713949918747,13.947360070212515,0.04930531704759289,65.45418734168827,0.08198810261348746,1304.020772067518,598,13192
94,2956.5404160022736,13.911369367809074,0.04886869146808657,65.52737955570991,0.0813063241754335,1293.17708601027,604,13167
95,2987.270293235779,13.876205910527183,0.04843628920331839,65.59982112254576,0.08063578353829816,1282.5121371766322,611,13131
96,3018.56627869606,13.841107331359254,0.04800388480594847,65.67151729161654,0.07997242717220676,1271.9614541739486,614,13121
97,3049.4404838085175,13.806762875979764,0.047594967118222385,65.7424734988501,0.07931366220333168,1261.4837973439903,619,13091
98,3080.0989089012146,13.772630796542197,0.04717618163770436,65.81270359543478,0.07865361421768909,1250.985734132345,626,13065
99,3111.7220842838287,13.738800549744331,0.0467687031546802,65.88220590624334,0.07800630478410246,1240.6902775911497,632,13041
100,3143.5879390239716,13.704978998383545,0.046358620732047544,65.95098978049947,0.07736406081201,1230.475387215019,643,13027
101,3174.3266081809998,13.671446808783424,0.04595115579096164,66.01906037038908,0.07672958403446123,1220.3840340681058,652,12997
102,3205.035083293915,13.638247219619553,0.045557731581984125,66.08642533980488,0.07610088759821194,1210.384617249561,659,12964
103,3235.9265060424805,13.604796549703696,0.04516505007579586,66.15308776406097,0.07547916220347631,1200.4960748462906,663,12943
104,3266.671649456024,13.571344915101912,0.044776127847528414,66.21905908174669,0.07486411837452889,1190.713802746882,668,12915
105,3297.2495560646057,13.53890380083512,0.044388368394769555,66.2843406812575,0.07425591728998514,1181.0403644972137,666,12879
106,3327.9670763015747,13.506749525600442,0.044016117056839124,66.34893984021006,0.07365657650996757,1171.5078493910341,678,12863
107,3358.6551671028137,13.474655771318744,0.04364198749812265,66.41286590969263,0.07306229741171157,1162.0558403332725,679,12826
108,3389.3457984924316,13.442668293814704,0.04326552669179075,66.47612176341016,0.0724731558105354,1152.6855431665656,690,12795
109,3420.1190361976624,13.410695932228132,0.042900104305694214,66.52037219384293,0.07188621389781746,1143.3502320447867,693,12762
110,3450.871949672699,13.379007939963362,0.04253654370163102,66.55165922663559,0.07130230959517311,1134.0632341112284,702,12741
111,3481.56222987175,13.347272675521825,0.04217864872880343,66.5828001926928,0.07072492659031121,1124.8799574188997,707,12713
112,3512.366634130478,13.315717439055703,0.041824510945130254,66.613791680338,0.07014719642362308,1115.691159117725,717,12683
113,3543.0321292877197,13.284578751331805,0.041477624401191286,66.6446304405593,0.06957313644885968,1106.5607352191132,726,12650
114,3574.4835357666016,13.253711410472667,0.04113264004572409,66.6753133821293,0.06899798227726957,1097.4129081199724,734,12622
115,3606.574860572815,13.22252367000632,0.04079024421879416,66.70583756685276,0.06842819734470607,1088.35047876755,740,12592
116,3637.310655593872,13.192285555323197,0.04044597129706199,66.73620020493911,0.06785916256790926,1079.299980642597,741,12562
117,3667.9496331214905,13.16197765025481,0.04012708051702395,66.7653372328359,0.06637942037021859,1055.7646809883265,750,12535
118,3698.7079367637634,13.13171030113953,0.03981686481789245,66.79340153671679,0.0650496413105995,1034.614545045085,761,12507
119,3729.2594182491302,13.101737391498414,0.0395210048036851,66.82052567825711,0.06385490006605979,1015.612185550681,772,12479
120,3759.8641877174377,13.071908340580354,0.03923194492618792,66.84682446420607,0.06277910417590825,998.5016519178206,783,12452
121,3790.4333984851837,13.042353170913476,0.03895769235852719,66.87239722539013,0.0618080064442944,983.0563424965025,791,12429
122,3821.0743932724,13.013281662740864,0.03868720663957383,66.89732982827236,0.060894222558702894,968.5226097961695,798,12396
123,3851.642320871353,12.984379223884318,0.039990769260145415,66.92169644348874,0.060065623955308255,955.3437490091778,803,12369
124,3882.280488014221,12.955700362078385,0.04954265304686038,66.94556109571205,0.05930851664412712,943.3019572248418,807,12334
125,3912.7570564746857,12.927256944323112,0.060789194378194876,66.96897901825808,0.058613248752251164,932.2437214045548,811,12318
126,3943.337324619293,12.89838586641117,0.0717900297958257,66.99199783440201,0.0579724368701164,922.0516084192013,815,12281
127,3973.956527709961,12.870039872061017,0.08258571445033525,67.01465858565385,0.05737789816730256,912.5954703509472,825,12261
128,4004.5440559387207,12.842232004814152,0.09318606055090191,67.03699662541466,0.056823546531563726,903.7785075845211,832,12239
129,4035.029104948044,12.813982858107458,0.10359945092427644,67.05904239460486,0.056304123536533135,895.5170848485595,835,12207
130,4065.8035173416138,12.78609231646764,0.11385213313480588,67.08082209409126,0.05581335473240687,887.7114070189313,839,12176
131,4096.379188537598,12.758321726549672,0.075142388354523,67.10235826708009,0.055344910095504886,880.2607950690052,848,12136
132,4127.105481624603,12.730792173541396,0.08083461477314129,67.1236703031116,0.05490483202538642,873.261353363771,853,12111
133,4158.04011464119,12.703450003032625,0.09482429341584717,67.14477487389613,0.05448503171043163,866.5844293544151,860,12084
134,4188.653775215149,12.676558274085908,0.1086404560853264,67.1656863099738,0.05408296153343887,860.1895031893451,858,12044
135,4219.295231342316,12.649241186818516,0.12228394120373698,67.18641692605465,0.053696092299839286,854.0363480289438,862,12015
136,4250.038615703583,12.622769184179706,0.12215378587244431,67.20697730189607,0.05332362363423626,848.1122339025277,866,11991
137,4280.652763605118,12.59573154414282,0.12177623886954203,67.22737652469043,0.05296311456858074,842.3783372132766,876,11957
138,4311.333708524704,12.569017509972499,0.12139314501624063,67.24762239815685,0.05258866065100937,836.422647654304,882,11934
139,4341.979987621307,12.542577155956158,0.1177676829236322,67.26772162284843,0.052226871300567364,830.6683880355239,885,11920
140,4372.499715566635,12.516010433234577,0.10086799174780929,67.28767995158786,0.05187632397802144,825.0929328704309,893,11892
141,4403.067740678787,12.489833135452965,0.12028445200558902,67.30750232342268,0.05153572714848684,819.6757402966831,902,11860
142,4433.8162314891815,12.463527060864044,0.11992642593601449,67.32719297903643,0.0512049241804267,814.4143190896866,912,11825
143,4464.398112773895,12.43775876389101,0.11956801679012286,67.34675556015655,0.05088241306306205,809.284779768002,924,11794
144,4495.018198013306,12.411537774812663,0.11921476276694572,67.36619319515594,0.0505658623387261,804.2500404974386,931,11746
145,4525.754431009293,12.38559421633621,0.11886116384543513,67.38550857274684,0.05025495683354353,799.3050884375099,941,11714
146,4556.35825586319,12.360101540246657,0.11851785119018053,67.4047040054074,0.04995076847079608,794.4669725280116,946,11679
147,4586.977248668671,12.334720471621386,0.1181650021635591,67.42378148395717,0.049651987455243386,789.7148604756461,944,11641
148,4617.722009181976,12.309074657464947,0.11782648853351048,67.44274272450428,0.04935833058236742,785.0442479125537,951,11607
149,4648.332337379456,12.283927053259008,0.11621786532579569,67.46158920881888,0.04907051363776337,780.4665194086265,957,11574
150,4679.893945455551,12.258906755696385,0.09232125938834317,67.48032221904333,0.04878641745501692,775.9479696220441,965,11548
151,4710.647005558014,12.234192509714703,0.06864251551925134,67.49894286752388,0.048504706230853005,771.467352601717,975,11522
152,4741.265177249908,12.209688894961033,0.04514984551218506,67.51745212244067,0.04822513274346866,767.020736284869,983,11495
153,4771.865990638733,12.184920478507037,0.021865167720588417,67.53585082981962,0.04794977119391904,762.6411108392824,989,11469
154,4802.4891102313995,12.160358290847979,0.019895885019853177,67.55413973242887,0.04767713016151652,758.3047552189203,994,11448
155,4833.089884757996,12.135932077249064,0.02509183395718582,67.57231948599362,0.04740758642570262,754.0176621008002,1001,11420
156,4863.527448654175,12.11195507244806,0.030232971899931283,67.59039067310255,0.047140747244474174,749.7735849233617,1001,11402
157,4894.069395542145,12.087687283267075,0.03533839843050474,67.60835381512763,0.04687554290925756,745.5555099717415,1006,11378
158,4924.6327793598175,12.063402014893729,0.04039665737377132,67.62620938243447,0.046611907104435114,741.3623824960405,1013,11351
159,4955.1932599544525,12.039143854699244,0.04541070372181548,67.64395780312219,0.04635219680975669,737.2316902591801,1021,11323
160,4985.758691310883,12.015318387988188,0.050383323966240616,67.66159947049807,0.04609395988825388,733.1244320226779,1030,11305
161,5016.388262987137,11.991652119013413,0.05531938794758432,67.67913474946444,0.0458370713140321,729.0386192496806,1046,11283
162,5046.86784863472,11.967841631576722,0.06019717762145838,67.69656398196976,0.0455835641218689,725.0065873583249,1058,11262
163,5077.354465007782,11.944137560499334,0.06503909810753135,67.71388749165584,0.045333714578536674,721.0327303716258,1069,11245
164,5107.847824573517,11.920547175141504,0.06985773389332778,67.73110558781353,0.0450853945923773,717.0832009917609,1076,11215
165,5138.339987277985,11.8971616568886,0.0746249100954434,67.74821856874462,0.0448382072968523,713.1516870564358,1084,11187
166,5168.846937417984,11.874113887855088,0.07935331518619099,67.76522672461336,0.044593065756806854,709.252710862013,1092,11154
167,5199.515783548355,11.850900447876487,0.08402961846571377,67.78213033986003,0.04435032730196444,705.3919557377444,1107,11130
168,5230.0863127708435,11.827841015590316,0.08868863586700362,67.79892969523802,0.04411031410047037,701.5745457679812,1115,11104
169,5260.645721197128,11.805035914696925,0.0875061700138244,67.81562506952837,0.043872859540059116,697.7978309846402,1123,11084
170,5291.218404054642,11.782040562594844,0.08306606381640542,67.83221674097722,0.043636549407077375,694.0393183195656,1132,11053
171,5321.681929588318,11.75931357544514,0.07868495785638793,67.8487049884959,0.0433779100023097,689.9256585867357,1144,11015
172,5352.132982969284,11.73670101280893,0.07431575788974522,67.86509009265751,0.043125411584429674,685.909671250354,1148,10996
173,5382.885120153427,11.714173175016061,0.06999391032501218,67.88137233651928,0.04287731744417669,681.9637339496302,1153,10973
174,5413.45520734787,11.6917583668984,0.06570226317806001,67.89755200629573,0.04263335043599318,678.0834386844715,1160,10949
175,5443.901574611664,11.668998287244067,0.061456345772913645,67.9136293919044,0.04239121949176309,674.232346016492,1171,10923
176,5474.350015878677,11.646529215529899,0.057235931108435376,67.92960478740252,0.04215395690580135,670.4586845867705,1183,10903
177,5504.827116966248,11.624104144127962,0.05306348021387058,67.94547849133079,0.04192076590898571,666.7497817824177,1193,10880
178,5535.331941127777,11.602204796428119,0.04892035556010352,67.96125080697762,0.041691085111596145,663.0967086999367,1202,10862
179,5565.992626905441,11.580110051097478,0.06109626117319262,67.97692204257625,0.04146461001124111,659.4946222287899,1214,10836
180,5596.5677263736725,11.558238744789849,0.08095511778980452,67.9924925114442,0.041241376176464076,655.9440880866612,1225,10811
181,5627.0181748867035,11.536370722010163,0.0876672602834758,68.00796253207412,0.041020624180389514,652.4330275890952,1234,10786
182,5657.462188959122,11.514807020443754,0.08476093333945005,68.02333242818351,0.04080259387853733,648.9652556381362,1242,10761
183,5687.855314254761,11.49337066135334,0.08190995837275103,68.03860252872951,0.040585705985788256,645.5156537039622,1250,10740
184,5718.280643224716,11.471812965410441,0.0790833984441176,68.05377316789453,0.04037042664098116,642.0916357248053,1262,10714
185,5748.864794969559,11.450141997585837,0.07627827304165093,68.06884468504717,0.04015477486778062,638.6616942720508,1276,10698
186,5779.296942234039,11.428818498845986,0.07222157872593457,68.08381742468266,0.03994402502449783,635.309718014638,1291,10681
187,5809.724890232086,11.407700910031204,0.05724368576805442,68.09869173634625,0.03973497584756542,631.984790855528,1309,10665
188,5840.1959681510925,11.386563592673742,0.04245098466631956,68.11346797454246,0.03953003077065198,628.7251394072198,1326,10642
189,5870.627267837524,11.36547734931923,0.02783084295485889,68.12814649863277,0.03932755771361595,625.5048054350617,1339,10622
190,5901.029183626175,11.344257526036346,0.013364999505791031,68.14272767272396,0.03912641976776464,622.3057064062966,1353,10594
191,5931.678512096405,11.323300854412379,0.02310815685228392,68.15721186554887,0.03892651786394304,619.1262666260141,1371,10567
192,5962.060112953186,11.302336221218694,0.0651221532934926,68.17159945034126,0.03872877592046307,615.981181014965,1379,10547
193,5992.435542345047,11.2817036908131,0.08763670994084462,68.18589080470608,0.038532317579429785,612.8565111008307,1391,10525
194,6023.016876459122,11.261247023798454,0.1016396709005775,68.20008631048627,0.038338114981269995,609.7677187770993,1403,10503
195,6053.398023605347,11.240688697949027,0.10465739642979346,68.21418635362717,0.03814463928657934,606.6904878530444,1416,10479
196,6083.896406173706,11.22030597110625,0.10443638179183921,68.22819132403926,0.03795101946605747,603.6109646076441,1425,10462
197,6114.737442970276,11.200036288577962,0.10421574175428513,68.24143898461972,0.03729703332949709,593.2093151056512,1441,10451
198,6145.462730169296,11.17962792154113,0.10400947829666495,68.25403229097859,0.03671559565143061,583.9615488360038,1452,10427
199,6175.923685312271,11.159253458664633,0.10382308682567419,68.26605953758438,0.03619490672967805,575.6799915355294,1465,10413
